,title,description,school,local,pubDate,link
123,"저출산의 그늘…산부인과·산후조리원 사라지고, 유치원이 요양원으로","하지만 하나 뿐인 해당 산후조리원이 사라질 경우 관내 출산·육아 정책이나 분위기에 적지 않은 영향이... 의원실이 전국 15개 시·도에서 제출받은 기초지자체별 장기요양기관 전환 현황에 따르면, 어린이집·유치원으... ",유치원,전국,"Thu, 09 Mar 2023",http://www.fnnews.com/news/202303081413286424
124,유보통합 반대한다 유치원 교사 68%인데…어린이집은 12%,"전국시도교육감협의회가 박창현 육아정책연구소 연구위원에게 의뢰한 설문조사 결과에 따르면, 유치원 교직원 67.9%가 유보통합에 반대(찬성은 28.2%)하는 것으로 나타났다. 어린이집 교직원은 반대가 11.8%(찬성 79.9... ",유치원,전국,"Mon, 13 Mar 2023",https://www.joongang.co.kr/article/25146594
125,"성낙인 창녕군수후보, 오케이! 창녕 5대 정책 발표","지원, 유치원 및 초등학교 돌봄서비스 확대, 교직원 창녕통합관사 신축)에 대해서도 세부 정책을 내놨다. 또... 부곡온천 일대에 36홀 파크골프장을 조성해 전국 대회 유치로 활성화를 도모하고, 부곡온천관광 특구에 야간... ",유치원,전국,"Tue, 21 Mar 2023",http://www.fntoday.co.kr/news/articleView.html?idxno=289083
126,"어린이집-유치원 격차 해소 위해 추진되는 유보통합, 성공 조건은?","영유아 교육, 돌봄의 질을 제고하기 위한 유보통합의 정책 대상 연령은 0~5세이다. 저출산, 인구감소로 인한... 유보통합의 핵심 내용 중의 하나는 유치원, 어린이집 교직원의 격차 해소이다. 베이비뉴스는 이러한 격차... ",유치원,전국,"Wed, 22 Mar 2023",https://www.ibabynews.com/news/articleView.html?idxno=110387
127,"김현문 의원 “충북도·충북교육청, 정부 유보통합정책 적극 협력해야”","김 의원은 정부의 유보통합 추진 정책에 대한 입장과 방안, 유치원과 어린이집의 급·간식비 불균형에 대한... 등 전국 우수 사례로 적용될 수 있도록 적극적으로 사업 추진해 달라”고 당부했다. 이날 김 의원은... ",유치원,전국,"Thu, 16 Mar 2023",https://cc.newdaily.co.kr/site/data/html/2023/03/16/2023031600018.html
128,울산시교육감 진보 성향 천창수 당선…첫 부부교육감 탄생(종합),"잡았으며 전국사회교사모임 회장, 울산교육연구소 정책분과장 등을 역임했다. 그는 고 노 전 교육감의... 사립유치원 무상교육 조기 실현 등을 대표 공약으로 내걸었다. 거점형 학생체험복합공간 운영과 1수업... ",유치원,전국,"Thu, 06 Apr 2023",http://www.newsis.com/view/?id=NISX20230406_0002255861&cID=10814&pID=10800
129,제10대 울산시교육감 천창수 당선…첫 부부교육감 탄생,"잡았으며 전국사회교사모임 회장, 울산교육연구소 정책분과장 등을 역임했다. 그는 고 노 전 교육감의... 사립유치원 무상교육 조기 실현 등을 대표 공약으로 내걸었다. 거점형 학생체험복합공간 운영과 1수업... ",유치원,전국,"Thu, 06 Apr 2023",http://www.newsis.com/view/?id=NISX20230405_0002255727&cID=10814&pID=10800
130,유보통합 추진 발표 2개월 만에 심의·의결기구 출범,"기자 = 유치원과 어린이집을 합치는 유보통합의 핵심 정책을 정할 최상위 심의, 의결기구 위원 구성이 두 달... 나머지 위촉위원 2명은 전국시도교육감협의회 사무국장과 대한민국시도지사협의회 사무총장이다. 정부... ",유치원,전국,"Tue, 04 Apr 2023",http://www.newsis.com/view/?id=NISX20230404_0002253138&cID=10205&pID=10200
131,"아내 노옥희 교육감 유지 잇는다…천창수, 울산교육감 당선(종합)","철학과 정책을 온전히 이어갈 수 있게 됐다. 그는 이번 선거를 통해 부부가 번갈아 교육감에 당선되는... 사립유치원 무상교육 실현, 공립 온라인학교 설립 등을 약속했다. 1958년생인 천창수 당선인은 경남 김해에서... ",유치원,전국,"Thu, 06 Apr 2023",https://www.busan.com/view/busan/view.php?code=2023040606055378515
132,노옥희 남편 천창수 울산교육감 당선…최초 부부 교육감,"천창수 당선인은 노옥희 표 교육 정책을 중단 없이 이어가겠다고 밝혔습니다. 보도에 진태희 기자입니다.... 기초학력 보장뿐만 아니라, 1수업 2교사제 중학교 확대 시행, 사립유치원 무상교육 조기 실현 등 공약을 이뤄낼... ",유치원,전국,"Thu, 06 Apr 2023",http://news.ebs.co.kr/ebsnews/allView/60336400/N
133,신문배달부 출신 천쌤... 울산의 혁신 교육감이 되다,진보교육감인 천 교육감은 최초의 전교조(전국교직원노동조합) 비간부 평교사 출신 교육감이다. 그동안... 천 교육감은 평등한 교육복지를 위해 ▲2024년까지 사립유치원 무상교육 ▲돌봄교실 학생에게 간식비 제공... ,유치원,전국,"Thu, 06 Apr 2023",https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002916668&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
134,"아내 노옥희 교육감 유지 잇는다…천창수, 울산교육감 당선 확실시","철학과 정책을 온전히 이어갈 수 있게 됐다. 그는 이번 선거를 통해 부부가 번갈아 교육감에 당선되는... 사립유치원 무상교육 실현, 공립 온라인학교 설립 등을 약속했다. 1958년생인 천창수 후보는 경남 김해에서... ",유치원,전국,"Thu, 06 Apr 2023",https://www.busan.com/view/busan/view.php?code=2023040522441934416
135,교육단체 유보통합추진위 한쪽으로 치우쳐…현장과 소통해야,유보통합 정책의 정당성을 확보하지 못할 경우 현장의 거센 반발에 부딪힐 수밖에 없다고 지적했다. 전국국공립유치원교사노조도 전날 따로 논평을 내고 ▲ 추진위 인선과정 투명하게 공개 ▲ 현장 검증절차 마련... ,유치원,전국,"Wed, 05 Apr 2023",https://www.yna.co.kr/view/AKR20230405101100530?input=1195m
136,[인구소멸과 청년정책 (下)] 합계출산율 0.78명…청년빈곤과 청년정책,현상이 전국에서 일어나고 있다는 걸 의미한다. 이에 인구정책 주무부처인 보건복지부(이하 복지부)는 이달... 실시했으나 유치원의 방과후과정비 등이 물가상승률보다 크게 증가해 실제적으로 학부모가 지출하는... ,유치원,전국,"Sun, 12 Mar 2023",https://www.youthdaily.co.kr/news/article.html?no=123418
137,유보통합 논의 첫발…2개월 만에 심의·의결기구 출범,나머지 위촉위원 2명은 전국시도교육감협의회 사무국장과 대한민국시도지사협의회 사무총장이다. 정부... 유보통합추진위는 오는 2025년 유치원과 어린이집의 통합기관 출범 등을 목표로 핵심 정책을 심의해 의결하는... ,유치원,전국,"Tue, 04 Apr 2023",https://view.asiae.co.kr/article/2023040415050358786
138,4·5 재·보궐선거 천창수 울산교육감 당선 확정,"그는 울산교육감 직속 학교폭력 전담기구 설치, 울산학생안전체육교육원 설립, 사립유치원 무상교육 조기... 방어진고, 화암고, 화진중 등 2021년까지 교편을 잡았으며 전국사회교사모임 회장, 울산교육연구소 정책분... ",유치원,전국,"Thu, 06 Apr 2023",https://www.nocutnews.co.kr/news/5922665
139,"교육단체 “유보통합추진위, 대표성 결여…구성 전면 재편해야”","범국민연대는 보육 교사와 유아교육 학부모 위원이 각각 단체 대표가 아니라, 중앙보육정책위원회와 중앙유아교육위원회 소속 개인이 위촉됐기 때문에 대표성이 떨어진다고 지적했습니다. 앞서 전국국공립유치원교사노... ",유치원,전국,"Wed, 05 Apr 2023",https://news.kbs.co.kr/news/view.do?ncd=7643733&ref=A
140,갈길 먼 유보통합…추진위 지각 출범,"중인 유치원과 어린이집을 합치는 유보통합을 위한 늦은 첫 발걸음을 뗐다. 유보통합의 핵심 정책을... ◆향후 남은 과제는=우선, 전국의 유치원·어린이집 현황 파악을 위한 통계 공유와 아이 중심 유보통합 용어 사용 등... ",유치원,전국,"Wed, 05 Apr 2023",https://view.asiae.co.kr/article/2023040510004624783
141,"인구정책, 지금까지 그랬고 앞으로도 쭉","병역면제, 증여세 면제를 고민할 게 아니라 유치원부터 대학까지 공교육으로 국가가 책임지겠다는 선언과 돌봄노동에 대한 가치를 성찰하고 존중하며 사회서비스 정책에 공공성을 강화해 나가겠다겠다고 이야기해야 할... ",유치원,전국,"Fri, 31 Mar 2023",http://www.labortoday.co.kr/news/articleView.html?idxno=214301
142,"유보통합추진위, 대표성 없는 인선...현장 소통해야","좋은교사운동, 전국국공립유치원교사노조 등 교육단체들로 구성된 올바른유보통합추진범국민연대는 기자회견에서 추진위에 참여한 보육교사와 유아교육 학부모 위원이 각각 단체 대표가 아니라 중앙보육정책위원회와... ",유치원,전국,"Wed, 05 Apr 2023",https://www.ytn.co.kr/_ln/0103_202304051738381865
143,보육교사 단체 빠진 채 첫발 뗀 유보통합추진위…출발부터 논란,불거지면서 정책이 순조롭게 추진될지 우려스럽다는 목소리가 나온다. 유보통합추진위원장인 이주호... 하지만 결과적으로 유보통합 추진위에는 유치원 교사 등으로 구성된 유치원 노조(전국국공립유치원 교사노동조합)... ,유치원,전국,"Tue, 04 Apr 2023",https://www.news1.kr/articles/5003998
144,"[7NEWS] 정부, 반려동물 진료비 부가세 면제 검토...이르면 연말 시행","미용업체는 51.3%, ‘강아지 유치원’ 등의 동물 놀이터는 28.3%로 뒤를 이었습니다. 동물병원에 방문한 적이 있다는 비율을 반려인 규모에 대입해보면 933만4000명으로 나옵니다. 동물병원 부가세 면제 정책을... ",유치원,전국,"Thu, 06 Apr 2023",https://www.chosun.com/economy/economy_general/2023/04/06/RAQE63JQJZCZFIFLVMDPXMDRJM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
145,교사 1명 참여로 현장 의견 반영? 면피성 정책 불과[현장+],문제는 현장 유치원 교사의 참여다. 유보통합추진위원회는 유보통합을 위한 주요 정책에 대한 심의·조정을... 전국교직원노동조합(이하 전교조)은 교육부가 유아교육 관련 교사단체들이 자율적으로 합의해 추전한 자를... ,유치원,전국,"Fri, 17 Mar 2023",https://www.newsclaim.co.kr/news/articleView.html?idxno=3016530
146,유치원 교사는 들러리가 아니다[공립유치원 교사 참여 보장 촉구],열린 공립유치원 교사의 유보통합추진위원회 참여 확대 요구 기자회견. 사진=전교조 전국교직원노동조합... 단 한 명의 교사 참여로 현장의 의견을 반영했다는 교육부의 면피성 정책에 불과하다고 비판했다.,유치원,전국,"Fri, 17 Mar 2023",https://www.newsclaim.co.kr/news/articleView.html?idxno=3016527
147,유보통합 첫 발에도…진통 계속,뉴스토마토 = 장성환 기자 | 정부가 유치원·어린이집으로 나뉜 국가 교육·보육 체계를 일원화하는 유보... 정부가 함미영 전국민주노동조합총연맹(민주노총) 전국공공운수사회서비스노조 보육지부장을 추진위원으로... ,유치원,전국,"Wed, 05 Apr 2023",http://www.newstomato.com/ReadNews.aspx?no=1183577&inflow=N
148,유보통합추진위 출범…사회적 논의 본격 첫발,이투데이=손현경 기자 | 교육부 “유아교육계·보육계 의견 균형 수렴” 현재 유치원과 어린이집으로 나뉜... 듣고 정책 수립에 최대한 반영하겠다”고 말했다. 한편 전국교직원노동조합은 전날 성명을 내고 “교육... ,유치원,전국,"Tue, 04 Apr 2023",https://www.etoday.co.kr/news/view/2237382
149,유보통합 사회적 논의 본격 시동…추진위 출범,위촉위원은 △학부모 3명 △유치원·어린이집의 현장 관계자 각 3명씩 총 6명 △전국시도교육감협의회... 것에 대해 매우 뜻깊게 생각한다며 현장의 생생한 목소리를 직접 듣고 정책 수립에 최대한 반영하겠다”고 말했다.,유치원,전국,"Tue, 04 Apr 2023",https://www.sedaily.com/NewsView/29O67QNUW1
150,어렵게 첫 발 뗐지만…유보통합추진위원회 구성 두고 ‘잡음’,추진위는 유보통합과 관련된 핵심 정책을 심의하고 의결한다. 논의 안건은 영유아교육·보육통합추진단... 전국교직원노동조합도 성명에서 “교육부는 국공립유치원 교사를 두 명 이상 참여하도록 보장해야 한다”고... ,유치원,전국,"Tue, 04 Apr 2023",https://www.seoul.co.kr/news/newsView.php?id=20230404500123&wlog_tag3=naver
151,"유보통합추진위, 지각 출범...노조 홀대 논란","육아정책연구소장 등 모두 26명이 위원 명단에 이름을 올렸습니다. 위촉위원에는 학부모 위원 3명, 유치원... 통보받은 전국교직원노동조합 유치원위원회는 결국 보육지부도 제외됐다는 소식에 황당하다는 반응입니다.... ",유치원,전국,"Tue, 04 Apr 2023",https://www.ytn.co.kr/_ln/0103_202304042315525825
152,내일 본투표…울산교육감 후보들 마지막 지지 ‘호소’,"사립유치원 무상교육 시행, 아침 간편식과 방과 후 도시락 지원 등 입니다. 하루 앞으로 다가온 울산교육감 선거, 노옥희 표 정책의 계승인지, 변화인지, 울산 유권자들의 표심이 주목됩니다. KBS 뉴스 박영하입니다.... ",유치원,전국,"Tue, 04 Apr 2023",https://news.kbs.co.kr/news/view.do?ncd=7643184&ref=A
153,어린이집 발달지연 영유아 조기발견 위한 전문가 포럼 개최,(전 전국장애아통합어린이집협의회 회장)이 토론자로 참여했다. 전문가 이어가기 포럼은 한국보육진흥원이... 및 유치원 현장을 효과적으로 지원할 수 있는 방안을 구체화해 나갈 예정이다. 보건복지부 배금주 보육정책관... ,유치원,전국,"Wed, 05 Apr 2023",http://news.heraldcorp.com/view.php?ud=20230405000253
154,경쟁 사회가 낳은 0.78명 비극…서울 집중 깨야 저출산 해결[미래on],"이씨는 벌써부터 수백만원짜리 영어유치원을 보내느니 마느니 학부모끼리 사교육 경쟁 심리가 치열하다... ◇백화점식 정책 나열했지만, 더 떨어진 출산율…지역 분산으로 경쟁 압력 낮춰야 역대 정부와 지자체는... ",유치원,전국,"Tue, 04 Apr 2023",https://www.news1.kr/articles/5003418
155,당선인 천창수가 걸어온 길,또 사립유치원 무상교육 실현과 온종일 돌봄체계 확립 등 책임지는 교육복지를 실현하겠다고 밝혔습니다. 고 노옥희 교육감의 뜻을 이어 중단없이 한발 더 나아가겠다고 밝혀온 만큼 교육 정책에는 큰 변화가 없을 것으로... ,유치원,전국,"Thu, 06 Apr 2023",https://www.usmbc.co.kr/article/xtQUJJbXKGegTkC7RM_
156,"유보통합추진위, 지각 출범...노조 홀대 논란","육아정책연구소장 등 모두 26명이 위원 명단에 이름을 올렸습니다. 위촉위원에는 학부모 위원 3명, 유치원... 통보받은 전국교직원노동조합 유치원위원회는 결국 보육지부도 제외됐다는 소식에 황당하다는 반응입니다.... ",유치원,전국,"Tue, 04 Apr 2023",https://www.ytn.co.kr/_ln/0103_202304041837289826
157,"교육부, 보육교사 대표에 “유보통합위원 위촉” 알렸다가 돌연 ‘제외’",정부가 노동자 처우와 근무여건에 직결되는 정책 결정에서 잇따라 노조를 배제한다는 지적이 나온다.... 민주노총 전국공공운수사회서비스노조 보육지부장을 빼기로 결정했다. 추진위는 2025년까지 기존의 유치원과... ,유치원,전국,"Mon, 03 Apr 2023",https://www.hani.co.kr/arti/society/schooling/1086364.html
158,"교육단체 유보통합추진위, 편향인사·불통…반발할 수밖에",유보통합 정책의 정당성을 확보하지 못할 경우 현장의 거센 반발에 부딪힐 수밖에 없다고 꼬집었다. 전국국공립유치원교사노조도 △추진위 인선과정 투명하게 공개 △현장 검증절차 마련 △교육부와 복지부 공동단장... ,유치원,전국,"Wed, 05 Apr 2023",https://www.asiatoday.co.kr/view.php?key=20230405010002739
159,30년 난제 정부 유보통합 추진위 드디어 첫 발,"3명 △유치원과 어린이집의 현장 관계자 각 3명씩 총 6명 △전국시도교육감협의회와... 이들은 오는 2025년 유치원과 어린이집의 통합기관 출범을 목표로 핵심 정책을 심의, 의결하는 역할을 하게 된다.유보통합은 윤석열... ",유치원,전국,"Tue, 04 Apr 2023",https://www.cctoday.co.kr/news/articleView.html?idxno=2175604
160,"유보통합추진위원회 늑장출범, 사회적 논의 본격화",이사장 △전국국공립유치원 교사노동조합 박다솜 위원장이다. 보육교원 등 현장 관계자는 △한국어린이집총연합회(민간) 김경숙 회장 △한국어린이집총연합회(국공립) 허현주 분과회장 △중앙보육정책위원회 김윤희... ,유치원,전국,"Tue, 04 Apr 2023",https://www.asiatoday.co.kr/view.php?key=20230404010002000
161,유보통합 논의 본격 개시…유보통합추진위 출범,유보통합 추진방안에 따르면 유보통합추진위의 역할은 △유보통합 주요 정책에 대한 심의·조정 △유보통합... 위촉위원으로는 ▲학부모(3명) ▲유치원 및 어린이집 현장 관계자(6명) ▲전국시도교육감협의회와... ,유치원,전국,"Tue, 04 Apr 2023",https://edu.chosun.com/site/data/html_dir/2023/04/04/2023040401821.html
162,"복지부, 영유아 발달지연 조기발견?개입지원 방안 모색 나서",(前 전국장애아통합어린이집협의회 회장)이 토론자로 참여했다. 전문가 이어가기 포럼은 한국보육진흥원이... 및 유치원 현장을 효과적으로 지원할 수 있는 방안을 구체화해 나갈 예정이다. 복지부 배금주 보육정책관은... ,유치원,전국,"Wed, 05 Apr 2023",https://mdtoday.co.kr/news/view/1065584967460782
163,"돌연 사망한 울산교육감, 남편 나섰다…재출마 후보와 맞대결","사립유치원 무상교육 조기 실현 등을 대표 공약으로 내걸었다. 거점형 학생체험복합공간 운영과 1수업... 김 후보는 서울대를 졸업하고, 울산대학교 정책대학원 대학원장 등을 지냈다. 지방 교육감 선거에서 좀처럼 볼 수... ",유치원,전국,"Mon, 03 Apr 2023",https://www.joongang.co.kr/article/25152107
164,"보육교사 단체, 위촉됐다 제외...노조 홀대 논란","함 지부장은 현재 보건복지부 산하 중앙보육정책위원회 위원으로 활동하고 있지만, 이번에 교육부가 발표한 유보통합 추진위에는 포함되지 않았습니다. 같은 민주노총 산하인 전국교직원노동조합의 유치원위원회도 이번... ",유치원,전국,"Tue, 04 Apr 2023",https://www.ytn.co.kr/_ln/0103_202304041501248547
165,장추련 중증장애인 입학 제한하는 대안학교 인권위에 진정,"이우고 입학전형이 장애인 차별이라고 판단한 장추련은 전국의 인가 대안학교를 중심으로 전수조사를... 박김영희 장추련 대표는 장애학생은 유치원, 초등학교, 중학교 내내 끊임없이 입학을 거부당한다. 그런데... ",유치원,전국,"Wed, 05 Apr 2023",https://www.beminor.com/news/articleView.html?idxno=24812
166,경북도·도교육청 정부 지정 유보통합 선도교육청 지원 검토…제안과제 논...,세부 정책을 구상 중이다. 도는 전국 최초로 아이돌봄서비스 가계부담분을 90% 지원하고 있다. 이를 2025년까지 유치원·어린이집 부모부담금 전액 지원으로 점차 확대한다. 아이돌보미도 2천300명까지 늘린다. 현재... ,유치원,전국,"Wed, 05 Apr 2023",https://news.imaeil.com/page/view/2023040516252718915
167,"맞벌이 부부 난리인데…직장어린이집, 더 설치할 곳 없다 예산 ‘싹둑",하지만 고용부 입장에서는 직장어린이집을 마냥 늘리기 어려운 정책적 고민도 있다. 국회가 나서... 게다가 유치원 업계에서는 직장어린이집이 급격하게 늘어나면 보육의 질이 저하될 수 있다는 점도 검토돼야 한다는... ,유치원,전국,"Mon, 03 Apr 2023",https://www.sedaily.com/NewsView/29O5RXW204
168,"출산, 돌봄, 교육, 건강관리… ‘아이 키우기 좋은 자치구’로","전국 시도 중 가장 낮은 곳은 서울로 0.59명에 불과하다. 아이를 낳아도 마음 놓고 맡길 곳이 없고, 교육 등... 이밖에 보건소 의료진과 구강교육 전문강사가 어린이집, 유치원, 초등학교의 신청을 받아 6∼8세 아동의... ",유치원,전국,"Tue, 04 Apr 2023",https://www.donga.com/news/Society/article/all/20230403/118655188/1
169,"[인구절벽, 대한민국이 사라진다 上] 아이들 웃음소리도 뚝…유치원 5년새 ...",김철 한국유치원총연합회 정책홍보국장은 출산율이 해마다 감소하면서 전국 유치원의 감소 추세도 바뀌지 않을 것이라며 사립 유치원의 경우 운영 여건이 더욱 악화돼 버틸 수 있는 점도 한계에 다다랐다고... ,유치원,전국,"Sun, 05 Mar 2023",http://www.joongboo.com/news/articleView.html?idxno=363581267
170,"한국의 1년 장애인 예산, 독일 1개 도시에도 못 미친다[장애인 운동, 독일에 ...","이동권 보장 법률과 정책에 따른 변화 지난 연재 ☞ 열차·트램 운행 막은 독일 전장연, 그들이 독일을... 및 유치원, 특수 작업장 등)는 여전히 존재했다. 독일 정부는 이 협약을 2008년 비준하고(2009년부터 효력)... ",유치원,전국,"Tue, 04 Apr 2023",https://www.pressian.com/pages/articles/2023040415222425011?utm_source=naver&utm_medium=search
171,농촌에서 충청권 최대 신도시로…세종시 10년 성장 드라마,"유치원에서 대학원까지 포함한 학교 수는 2013년 75곳에서 2022년 179곳으로 증가했으며, 학생 수도 2013년... 그러나 3년 전 아파트 매매가격과 전세가격이 전국에서 가장 크게 올랐다가 지난해 가장 큰 폭으로... ",유치원,전국,"Sun, 02 Apr 2023",http://www.sisajournal.com/news/articleView.html?idxno=260246
172,영유아교육보육통합 추진위원회 지각 출범,"듣고 정책 수립에 최대한 반영하겠다고 말했다. 2023.04.04 yooksa@newspim.com 애초 유보통합 논의를 위한... 이사장, 전국국공립유치원 교사노동조합 박다솜 위원장, 100인의 아빠단 박현규 멘토 등 19명이 위촉위원으로... ",유치원,전국,"Tue, 04 Apr 2023",http://www.newspim.com/news/view/20230404000891
173,김주홍 울산교육감 후보 하향 평준화 교육 중단해야,"또한 전국적으로 유명한 일타강사 강의를 학생들에게 무료로 제공하겠다. 또한 학생들이 자신의 수준에... 사립 유치원의 교육 수준을 높이고 학부모님들의 사교육비 부담을 줄여 드리겠다. 또 하나 주요 정책은, 아침에... ",유치원,전국,"Thu, 30 Mar 2023",https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002914576&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
174,국공립유치원 취원율 31%…정부 목표 40% 달성 못 해,장혜영 정의당 정책위원회 의장은 전국을 들썩이게 만든 사립유치원 문제 이후 정부는 국공립유치원 취원율 40%를 한 해 일찍 달성하겠다고 했다며 공언했던 2021년이 지났지만 목표를 이루지 못했다고... ,유치원,전국,"Wed, 02 Mar 2022",http://yna.kr/AKR20220302166900530?did=1195m
175,[기자수첩] 농어민 위한 저출산 대책 나와야,실제 유치원과 초등학교 진학 시기에 맞춰 농어촌의 영유아와 어린이의 유출이 가속화되고 있다.... 정부 대책의 대부분이 육아휴직 활성화나 영아기 단축근무 확대 등 도시의 직장인을 위한 정책 중심으로만 이뤄졌기... ,유치원,전국,"Tue, 04 Apr 2023",http://www.agrinet.co.kr/news/articleView.html?idxno=317210
176,"인천시교육청, 3월부터 소규모 사립유치원 영양교사 배치","이번 행정안전부의 규정 개정으로 전국의 교육청 중 인천 6명, 경북 3명, 제주 1명 등 총 10명의 영양교사가... 교육정책 중 하나인 안전에 안심을 더하는 질 높은 급식 제공이 모든 유치원에서 이뤄지길 기대한다고 말했다.",유치원,전국,"Mon, 27 Feb 2023",https://daily.hankooki.com/news/articleView.html?idxno=928047
177,"어린이집과 유치원, 왜 합칠까 [김유나의 풀어쓰는 교육 키워드]","부모 입장에선 나쁠 것 없는 정책입니다. 지원 시스템도 편리해질뿐더러, 돌봄 시간, 지원 등이 두 기관 중 더... 전국교직원노동조합 조합원들이 지난 12일 서울 용산구 전쟁기념관 앞에서 유보통합 전면 철회와 유치원... ",유치원,전국,"Mon, 27 Feb 2023",http://www.segye.com/content/html/2023/02/23/20230223522205.html?OutUrl=naver
178,유치원·어린이집 일원화 ‘유보통합’ 논란…쟁점과 대안은,현재 유치원과 어린이집으로 이원화된 유아 보육·교육 체계를 하나로 합치는 정책이다. 정부는 1월... 교육 질 하향 평준화 우려… 유치원·어린이집 각각 전문성 살리는 유보분리 주장도 전국국·공립유치원교사노동조합... ,유치원,전국,"Fri, 24 Feb 2023",http://www.skyedaily.com/news/news_view.html?ID=182073
179,유치원·학교가 비어간다…시군구 절반 이상이 출생아 1000명 미만,전국 지방자치단체 가운데 절반 이상이 작년 한 해 출생아가 수백 명대에 그쳤다. 산부인과·어린이집... 최슬기 한국개발연구원(KDI) 국제정책대학원 교수는 산부인과·어린이집·학교 등 기존 시설에 대한 수요가... ,유치원,전국,"Sun, 05 Mar 2023",https://www.busan.com/view/busan/view.php?code=2023030515241854514
180,"사라지는 지방 도시, 텅 빈 유치원·학교..136개 시군구 출생아, 1년에 수백명...",한국정경신문 김병욱 기­자 [한국정경신문=] 전국 지방자치단체 가운데 절반 이상은 작년 한 해... 최슬기 한국개발연구원(KDI) 국제정책대학원 교수는 산부인과·어린이집·학교 등 기존 시설에 대한 수요가 줄면... ,유치원,전국,"Sun, 05 Mar 2023",http://kpenews.com/View.aspx?No=2742641
181,텅 빈 유치원·학교…시군구 절반 이상이 출생아 1천명 미만,악순환 전국 지방자치단체 가운데 절반 이상은 작년 한 해 출생아가 수백명대에 그쳤다. 산부인과... 최슬기 한국개발연구원(KDI) 국제정책대학원 교수는 산부인과·어린이집·학교 등 기존 시설에 대한 수요가 줄면... ,유치원,전국,"Sun, 05 Mar 2023",https://www.yna.co.kr/view/AKR20230304025200002?input=1195m
182,"“아이가 없어요”…텅 빈 유치원·학교, 폐교·폐원은 이미 현실화",전국 지방자치단체 가운데 절반 이상은 작년 한 해 출생아가 수백명대에 그쳤다. 수요 감소가 공급... 최슬기 한국개발연구원(KDI) 국제정책대학원 교수는 “산부인과·어린이집·학교 등 기존 시설에 대한 수요가... ,유치원,전국,"Sun, 05 Mar 2023",https://www.seoul.co.kr/news/newsView.php?id=20230305500008&wlog_tag3=naver
183,"고 노옥희 남편 천창수 울산 교육, 공교육 표준으로 만들 것","전국 최하위 수준이던 청렴도는 전국 최상위 수준으로 높아졌고, 교육복지도 전국에서 최고 수준으로... 특히 사립유치원(3~5세) 무상교육 조기 실현 정책도 추진해 학부모의 교육비 부담을 경감하겠다. 전체 유치원 학생... ",유치원,전국,"Thu, 30 Mar 2023",https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002914509&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
